LOWpdb	SD	HYDRO	MW	PI
4CNI_1	0.429393421302659	-0.516666666666667	768	5.81833333333333
2ARJ_1	0.507079707817718	-1.08333333333333	780	5.82833333333333
1YEC_1	0.422832949997593	-1.4	811	5.72
4S2S_1	0.269325659245458	-0.933333333333333	798	5.75166666666667
4M62_1	0.396246376720971	-0.516666666666667	768	5.81833333333333
2GJZ_1	0.215979893351983	-1.4	811	5.72
1L7I_1	0.786082466595796	-1.4	811	5.72
4LLW_1	0.721779246896168	-1.56666666666667	839	6.57166666666667
3HNS_1	0.1881338224279	-1.3	867	5.87833333333333
1RZ8_1	0.821988342225397	-0.516666666666667	768	5.81833333333333
1MFB_1	0.385821534239602	-1.23333333333333	854	4.75166666666667
3Q6F_1	0.549676890440556	-0.583333333333333	768	6.5
4YPG_1	0.00878085200877725	-0.516666666666667	768	5.81833333333333
4QHM_1	0.680964982421025	-0.116666666666667	782	5.77166666666667
1YY8_1	0.599459968732276	-1.91666666666667	868	5.62666666666667
1JN6_1	0.31617178938751	-0.483333333333333	807	4.87333333333333
3KS0_1	0.236852487426248	-1.23333333333333	854	4.75166666666667
3BAE_1	0.427578444758678	-1.4	811	5.72
1FOR_1	0.660840077386733	-1.4	811	5.72
2LTQ_1	0.100606445720442	-1.08333333333333	794	5.86833333333333
1I8I_1	0.315947330649427	-0.95	784	5.765
5DK3_1	0.081214749353185	-1.4	811	5.72
1NGW_1	0.685219655203131	0.166666666666667	738	5.74833333333333
2R29_1	0.00448283217769088	-1.4	812	5.28
2YK1_1	0.847567886415005	-1.4	811	5.72
2WUB_1	0.791807250049109	-0.516666666666667	768	5.81833333333333
4RGM_1	0.162976799354998	-1.03333333333333	826	5.285
1GIG_1	0.745394448426414	-1.23333333333333	854	4.75166666666667
3HZK_1	0.349505583249157	-0.95	784	5.765
2A9M_1	0.127812379126593	-0.516666666666667	768	5.81833333333333
1FVE_1	0.455248073649963	-0.516666666666667	768	5.81833333333333
4K2U_1	0.256893307818638	-1.23333333333333	854	4.71666666666667
2BRR_1	0.927760866469373	-0.516666666666667	768	5.81833333333333
1MIM_1	0.88143637373754	-1.4	811	5.72
1BQL_1	0.539655410120198	-1.35	834	6.08333333333333
4LVH_1	0.239238070884074	-0.883333333333333	837	6.58166666666667
1ZVO_1	0.000438406204334135	-1.4	811	5.72
4YGV_1	0.550081699608793	-1.4	811	5.72
4NNP_1	0.772963171252354	-0.516666666666667	768	5.81833333333333
1F11_1	0.161716027964145	-1.4	811	5.72
1A4J_1	0.802862474388053	1.05	695	5.84666666666667
4PTT_1	0.275803464467907	-0.416666666666667	786	6.465
4QWW_1	0.110313607612566	-0.516666666666667	768	5.81833333333333
1P2C_1	0.252841585962439	-1.18333333333333	875	5.96
3IF1_1	0.13752873340688	0.166666666666667	752	5.78833333333333
2B2X_1	0.514162089338078	-0.183333333333333	810	5.815
1Q0X_1	0.332669698917712	-1.23333333333333	854	4.75166666666667
3CMO_1	0.977372185344202	-1.91666666666667	869	5.18666666666667
4NM4_1	0.638231582115535	-1.01666666666667	784	6.44666666666667
1MRD_1	0.50425430038457	-0.716666666666667	795	5.69
3AAZ_1	0.724116234807988	-1.4	811	5.72
4LLY_1	0.128554841246839	-1.4	798	5.24
3O0R_1	0.39940665179263	-1.4	812	5.315
3RHW_1	0.7971158884836	-1.23333333333333	854	4.75166666666667
4WV1_1	0.000257386868355222	-0.516666666666667	768	5.81833333333333
1D5I_1	0.927919258388356	-1.4	811	5.72
3UAJ_1	0.62348311443829	-1.4	811	5.72
4DGV_1	0.44528211067592	0.7	753	5.87333333333333
3J7E_1	0.00320524636338497	-0.25	782	5.72166666666667
4QXT_1	0.899392536970136	-0.516666666666667	768	5.81833333333333
4JR9_1	0.306915323990728	-0.883333333333333	754	5.81333333333333
4XXD_1	0.383841602458618	-1.08333333333333	794	5.86833333333333
3MJ8_1	0.45397521424523	-1.4	811	5.72
4PP1_1	0.0554576777416847	-1.23333333333333	853	5.15666666666667
3HI5_1	0.749781548143414	-0.516666666666667	768	5.81833333333333
3PIQ_2	0.211208552899733	-0.583333333333333	768	6.5
3CFD_1	0.225727643347022	-1.23333333333333	853	5.15666666666667
3DVN_1	0.416703683007484	-0.516666666666667	768	5.81833333333333
4Q6I_1	0.333750622815273	-0.116666666666667	797	5.40666666666667
4FQK_1	0.243079269741376	-0.2	737	5.92666666666667
1CF8_1	0.491832830707072	-0.716666666666667	795	5.69
3U7W_1	0.675157575492195	-1.58333333333333	780	6.72333333333333
2DD8_1	0.970417888467298	-0.516666666666667	768	5.81833333333333
1T66_1	0.227991025244418	-0.266666666666667	768	5.735
4RGN_1	0.153546323502065	-1.55	874	6.13833333333333
3SM5_1	0.986238179752531	-0.516666666666667	768	5.81833333333333
2G5B_1	0.6340500950479	3.70074341541719e-17	697	5.87166666666667
1ORS_1	0.617997708871426	-1.4	811	5.72
2DQT_1	0.762069484181395	0.7	753	5.87333333333333
4RDQ_1	0.139477041353408	-0.716666666666667	795	5.69
2FL5_1	0.53068060103638	-0.95	785	5.36
1MLB_1	0.918754173937188	-1.18333333333333	875	5.96
4EDX_1	0.432973502935801	-1.23333333333333	853	5.15666666666667
15C8_1	0.56744265795497	-1.4	812	5.28
4ODX_1	0.930653640311204	-0.516666666666667	768	5.81833333333333
4LU5_1	0.0561322576109317	-1.08333333333333	794	5.86833333333333
3MAC_1	0.485910345002555	-0.516666666666667	768	5.81833333333333
3MA9_1	0.353579553544182	-0.516666666666667	768	5.81833333333333
1GPO_1	0.29030622455004	-1.18333333333333	875	5.96
3GI8_1	0.651129379960697	-0.716666666666667	795	5.69
2A9N_1	0.364569407137381	-0.516666666666667	768	5.81833333333333
4NYL_1	0.3979496973555	-0.516666666666667	768	5.81833333333333
4NRX_2	0.728962037579459	-0.95	784	5.765
1LK3_1	0.729321954931084	-0.716666666666667	795	5.69
4HJ0_1	0.420004457462064	-0.583333333333333	768	6.5
4DKE_1	0.232649444718875	-0.516666666666667	768	5.81833333333333
5A3I_1	0.880399561372277	-0.95	784	5.765
4NRZ_1	0.0725661263124874	-0.95	784	5.765
4XMK_1	0.81305081106759	-0.516666666666667	768	5.81833333333333
3PJS_1	0.516396546766628	-0.516666666666667	768	5.81833333333333
3H3P_1	0.204418913586779	-0.516666666666667	768	5.81833333333333
3O2V_1	0.100276226853628	0.166666666666667	752	5.78833333333333
1C08_1	0.835087244348158	-1.18333333333333	875	5.96
4AEI_1	0.507837874689357	-1.08333333333333	794	5.86833333333333
1XGY_1	0.341255389454877	-1.4	811	5.72
3U2S_1	0.249518256914532	-0.583333333333333	768	6.5
2V7H_1	0.750812344224905	-1.23333333333333	853	5.15666666666667
4HIX_1	0.0443044824820222	-0.95	784	5.765
3B2U_1	0.838061235444558	-1.4	811	5.72
3INU_1	0.212269920178297	-0.516666666666667	768	5.81833333333333
4R7N_1	0.988127317950728	-1.91666666666667	869	5.18666666666667
5CP7_1	0.628700371785256	-1.4	811	5.72
1BLN_1	0.696408255587196	-1.08333333333333	794	5.86833333333333
1AFV_1	0.238492975158599	-0.716666666666667	795	5.69
4D9Q_1	0.724275221862057	-0.516666666666667	768	5.81833333333333
1ZA6_1	0.750825111206111	-1.4	811	5.72
3L5X_1	0.642552312932313	-1.4	811	5.72
3W14_1	0.0613408061611551	-1.91666666666667	869	5.18666666666667
1CZ8_1	0.364284443104558	-0.516666666666667	768	5.81833333333333
1EHL_1	0.844015381946325	-1.4	811	5.72
3H42_1	0.765051353477657	-0.516666666666667	768	5.81833333333333
2V7N_1	0.704070715006668	-0.516666666666667	768	5.81833333333333
1OB1_1	0.660066502568113	-0.516666666666667	768	5.81833333333333
2QR0_1	0.43196531283457	-0.516666666666667	768	5.81833333333333
4EVN_1	0.0901241204204156	-1.48333333333333	752	6.55333333333333
3MLX_1	0.697579071271495	-1.4	811	5.72
4POZ_1	0.656404497420861	-1.3	867	5.87833333333333
3I02_1	0.00251588592746044	-0.95	784	5.765
1NAK_1	0.262544505213877	0	772	5.665
4EBQ_1	0.354473568110985	-0.516666666666667	754	5.77833333333333
3PIQ_1	0.887259195936704	-0.583333333333333	768	6.5
1YED_1	0.0956531627182308	-1.4	811	5.72
4M5Y_1	0.868605616769966	-1.46666666666667	825	6.44166666666667
3U30_1	0.99377847688129	-0.516666666666667	768	5.81833333333333
4ZS6_1	0.422140627048022	0.333333333333333	739	5.86833333333333
1I7Z_1	0.200828932458695	-0.516666666666667	768	5.81833333333333
1NCW_1	0.767520297049329	-1.4	811	5.72
1Z3G_1	0.64022650050158	-1.4	811	5.72
2X7L_1	0.290696589646318	-0.2	737	5.92666666666667
4OKV_1	0.15597007826022	-1.4	811	5.72
4FFZ_1	0.0134555349392011	-0.933333333333333	784	5.71166666666667
1AXS_1	0.545885727969234	-1.4	811	5.72
1AHW_1	0.325886309320188	-1.48333333333333	941	5.26666666666667
1IGI_1	0.913739668754911	-0.666666666666667	804	6.01333333333333
3LEX_1	0.197571291517768	-1.4	811	5.72
4OCX_1	0.981229452835573	-1.35	834	6.08333333333333
1IND_1	0.798028692431862	-0.733333333333333	836	5.12
2AJ3_1	0.879111036616536	-0.35	824	6.62666666666667
4FNL_1	0.40288634462036	-0.516666666666667	768	5.81833333333333
1NGP_1	0.0950104026541272	-1.23333333333333	854	4.75166666666667
1LO0_1	0.457196486479245	-1.08333333333333	794	5.86833333333333
4KUC_1	0.955917151389441	-1.4	812	5.28
3B9K_1	0.311091628383024	-1.4	811	5.72
4U6H_1	0.183231165995306	-0.716666666666667	795	5.69
4OLU_1	0.195773118973214	-1.41666666666667	752	5.87166666666667
2Y6S_1	0.101862974470609	-0.933333333333333	798	5.75166666666667
4LMQ_1	0.348680010657336	-1.4	811	5.72
4DGI_1	0.832288462054035	-1.91666666666667	868	5.62666666666667
1FL5_1	0.511469528770044	-0.95	784	5.765
