LOWpdb	SD	HYDRO	MW	PI
2XZA_1	0.08881190461025	-0.892307692307692	1714	5.83615384615385
1ZVO_1	0.000438406204334135	-0.892307692307692	1714	5.83615384615385
3OKD_1	1.25789848600006	-0.684615384615385	1687	5.85692307692308
4C83_1	0.397353705940312	-1.22307692307692	1684	6.00769230769231
4HDI_1	1.90590167688472	-0.346153846153846	1751	5.65923076923077
2A1W_1	1.33106866112822	-0.192307692307692	1590	5.73
3DUS_1	1.18053842136912	-0.684615384615385	1687	5.85692307692308
1T4K_1	0.32801622919072	-0.807692307692308	1564	6.21923076923077
1AJ7_1	0.159502076632253	-1.77692307692308	1945	5.83384615384615
1BBJ_1	0.00155351359826355	-0.961538461538462	1750	5.89923076923077
1YEC_1	0.422832949997593	-1.42307692307692	1805	6.52
3G5X_1	1.12117224879342	-0.638461538461539	1616	5.79846153846154
4NRZ_1	0.0725661263124874	-0.653846153846154	1710	5.87461538461539
2IQA_1	0.990573868948954	-0.823076923076923	1608	5.86
1JNL_1	1.33994967267898	-1.56153846153846	1887	5.76230769230769
2XA8_1	0.524676039123427	-0.853846153846154	1638	5.83769230769231
4S1D_1	1.95483999616337	-1.2	1843	5.67
1DBA_1	0.990152172842874	0.6	1532	5.67769230769231
1A6T_1	1.92204987444668	-1.54615384615385	1739	6.17307692307692
4PTT_1	0.275803464467907	-0.784615384615385	1567	6.22846153846154
2AJS_1	1.01253955335183	-0.653846153846154	1622	5.86230769230769
3NZ8_1	1.55795564306626	-0.984615384615384	1691	5.91230769230769
1CF8_1	0.491832830707072	-0.307692307692308	1592	5.84692307692308
4FQQ_1	0.82457913785185	-0.923076923076923	1714	6.15076923076923
1FAI_1	0.370081304496726	-0.223076923076923	1677	5.87230769230769
1AP2_1	0.892806456954978	-0.238461538461539	1711	5.99538461538461
5D6C_1	0.723680657030781	-0.453846153846154	1694	5.89923076923077
3V0V_1	0.820647451104511	-1.1	1671	5.88153846153846
3PIQ_2	0.211208552899733	-0.153846153846154	1593	6.17769230769231
1BFO_1	0.243785502027226	-0.576923076923077	1698	5.82230769230769
1RZG_1	0.873417589014838	-0.607692307692308	1676	6.69153846153846
1RZI_1	1.9307782897855	-0.169230769230769	1604	6.20615384615384
3S96_1	0.521313767323	0.176923076923077	1695	5.63
4NCC_1	0.0560247773801914	-0.646153846153846	1724	5.86846153846154
3U46_1	1.3823888259771	-0.56923076923077	1622	6.62538461538462
3CMO_1	0.977372185344202	-0.892307692307692	1838	5.89384615384615
1GGB_1	1.9762658726806	-0.823076923076923	1608	5.86
4NYL_1	0.3979496973555	-0.246153846153846	1579	5.90769230769231
4OTX_1	0.236938754453551	-0.884615384615385	1765	6.18076923076923
4M61_1	0.179243790856198	-1.3	1706	6.12923076923077
1D5I_1	0.927919258388356	-1.44615384615385	1766	6.13692307692308
3MCL_1	1.48327455660182	-1.33076923076923	1781	6.13923076923077
2ADG_1	0.0995053164827551	-1.2	1710	5.62307692307692
1I7Z_1	0.200828932458695	-0.307692307692308	1577	5.66769230769231
43CA_1	1.13651595350908	-0.546153846153846	1633	5.82769230769231
2V7H_1	0.750812344224905	-0.523076923076923	1822	5.88307692307692
4LLY_1	0.128554841246839	-1.05384615384615	1681	5.42076923076923
1AD0_1	0.0250549145777812	-1.03846153846154	1661	5.83384615384615
4NKM_1	0.423377532565892	-0.823076923076923	1608	5.86
1IGT_1	1.84491088858026	-0.976923076923077	1783	5.68692307692308
2O5X_1	0.394601651922966	-0.0692307692307694	1595	5.61538461538461
1KEL_1	1.03993416491646	-0.623076923076923	1677	5.80923076923077
1CLY_1	0.154586977396225	-0.976923076923077	1783	5.68692307692308
4UIM_1	1.34087282764008	-0.623076923076923	1850	5.95846153846154
3Q6F_1	0.549676890440556	-0.153846153846154	1593	6.17769230769231
2Z91_1	0.266251127254576	-1.63846153846154	1698	6.13692307692308
3J2Y_1	0.00358261681596061	-0.507692307692308	1807	6.16615384615385
3UJT_1	1.5802570838381	-0.784615384615385	1762	6.15230769230769
2UYL_1	0.346897762295561	-1.1	1778	6.16615384615385
1F3D_1	0.504802823982294	-1.3	1706	6.12923076923077
1F11_1	0.161716027964145	-1.13076923076923	1755	6.14846153846154
3J2X_1	0.00291153749270596	-0.815384615384615	1739	6.13461538461538
4QHK_1	1.25622257293224	-0.892307692307693	1714	5.83615384615385
1Y0L_1	1.27837073037633	-0.353846153846154	1791	5.36846153846154
2XKN_1	0.0813611204568878	-0.223076923076923	1721	5.43307692307692
4QHM_1	0.680964982421025	0.0846153846153847	1713	5.85769230769231
4ODV_1	0.940317210321246	-0.453846153846154	1827	5.40076923076923
2GSG_1	1.71340599784231	-0.6	1839	5.69076923076923
1KFA_1	0.263028166252209	-0.430769230769231	1661	5.70538461538462
1A3L_1	0.262747390047932	-0.861538461538462	1796	6.11384615384615
3IF1_1	0.13752873340688	-0.376923076923077	1750	5.67384615384615
2GJZ_1	0.215979893351983	-0.623076923076923	1592	5.88461538461538
4KPH_1	1.08698858567052	-0.830769230769231	1704	5.78846153846154
1BLN_1	0.696408255587196	-0.938461538461538	1707	5.68846153846154
2FL5_1	0.53068060103638	-0.623076923076923	1678	5.62230769230769
4EVN_1	0.0901241204204156	-0.930769230769231	1604	6.55923076923077
1ETZ_1	1.3599402884899	-0.876923076923077	1619	5.49769230769231
1UB5_1	1.12162055449269	-0.538461538461538	1719	5.72076923076923
1GAF_1	1.56377654608899	-1.80769230769231	1944	6.33538461538462
4M6M_1	0.120888389525217	-0.653846153846154	1710	5.87461538461538
1YUH_1	0.63185718463946	-0.646153846153846	1742	5.66230769230769
1CGS_1	1.63544135347078	-0.861538461538461	1804	6.56384615384615
1MRD_1	0.50425430038457	-0.784615384615385	1762	6.15230769230769
3J7E_1	0.00320524636338497	-0.569230769230769	1749	6.16692307692308
1S3K_1	0.749006642139665	-0.423076923076923	1695	5.88461538461539
3IJH_1	0.460709558443976	-0.684615384615385	1687	5.85692307692308
3GK8_1	0.000837678538184297	-1.22307692307692	1763	5.70076923076923
4JN1_1	0.329901375869367	-0.884615384615385	1691	6.25615384615385
4F58_1	0.470993921411943	-0.569230769230769	1523	5.90692307692308
2A9N_1	0.364569407137381	-0.446153846153846	1595	5.88307692307692
4OCX_1	0.981229452835573	-0.315384615384615	1629	6.01615384615385
3MUG_1	0.526273380147112	0.0153846153846153	1535	6.16615384615385
3INU_1	0.212269920178297	-0.730769230769231	1664	6.27384615384615
1A4J_1	0.802862474388053	0.415384615384615	1504	5.68076923076923
3MME_1	0.147361053199275	0.0153846153846154	1535	6.16615384615385
1JGU_1	0.512223909650846	0.392307692307692	1620	5.70769230769231
1KNO_1	0.719916935905108	-1.05384615384615	1768	5.78769230769231
2FB4_1	1.51512689243657	0.0692307692307692	1563	5.89384615384615
5CHN_1	0.104505432511898	-0.376923076923077	1696	5.86538461538461
1C5B_1	0.110247139575137	-1.50769230769231	1895	6.26615384615385
2YK1_1	0.847567886415005	-0.446153846153846	1664	5.86384615384615
5DK3_1	0.081214749353185	-1.13076923076923	1755	6.14846153846154
2C1O_1	1.18529088777003	-1.73846153846154	1821	6.53384615384615
2VQ1_1	1.18125652620441	-0.338461538461538	1606	5.84846153846154
3AAZ_1	0.724116234807988	-0.823076923076923	1608	5.86
2Q76_1	0.393415828275883	-0.938461538461539	1832	6.22923076923077
3DIF_1	0.102405325371776	-0.815384615384615	1739	6.13461538461539
2GFB_1	0.46591611079525	-1.05384615384615	1768	5.78769230769231
4QF1_1	1.24931696810717	-0.184615384615385	1569	5.86
1A6U_1	0.888884437377716	-1.00769230769231	1815	5.65538461538462
4R7D_1	1.37833833501303	-1.09230769230769	1696	5.59153846153846
1DEE_1	1.17651759281832	-0.415384615384615	1565	5.90538461538461
1Q9O_1	0.402173375081777	-0.684615384615385	1687	5.85692307692308
4JY6_1	0.915240126694902	-1.02307692307692	1682	6.16153846153846
2AJ3_1	0.879111036616536	-0.407692307692308	1727	6.25461538461539
5CGY_1	1.73183249345325	-0.630769230769231	1619	5.84
4YGV_1	0.550081699608793	-1.13076923076923	1755	6.14846153846154
1IGI_1	0.913739668754911	-0.530769230769231	1722	6.26076923076923
3QEH_1	1.00786383532247	-0.723076923076923	1712	6.19384615384615
3KDM_1	1.18809566299204	-0.246153846153846	1579	5.90769230769231
1FVE_1	0.455248073649963	-0.484615384615385	1671	5.88153846153846
