LOWpdb	SD	HYDRO	MW	PI
3TT1_1	0.100624123389972	-0.815384615384615	1740	5.93153846153846
4LU5_1	0.0561322576109317	-1.61538461538462	1826	6.05461538461538
2VL5_1	1.03832669698318	-0.892307692307692	1751	6.18692307692308
4IML_1	1.07108646126842	-0.723076923076923	1712	6.19384615384615
1KEN_1	0.264509554958792	-0.576923076923077	1698	5.82230769230769
1UYW_1	0.41023153463928	-0.507692307692308	1625	5.78153846153846
1C08_1	0.835087244348158	-0.730769230769231	1768	5.89923076923077
5ANM_1	1.19040083109871	-0.969230769230769	1691	6.56769230769231
2XZA_1	0.08881190461025	-0.892307692307692	1714	5.83615384615385
3DIF_1	0.102405325371776	-0.815384615384616	1739	6.13461538461539
4OZ4_1	0.146439693063389	-0.392307692307692	1675	6.15769230769231
1MIM_1	0.88143637373754	-1.73846153846154	1821	6.53384615384615
4IOF_1	1.88601641998419	-0.446153846153846	1595	5.88307692307692
3S34_1	1.07857692239651	-0.130769230769231	1579	5.86923076923077
1N5Y_1	0.778909638520605	-0.615384615384615	1682	5.62230769230769
4MXV_1	1.17216515445585	-0.707692307692308	1691	6.17153846153846
4N90_1	0.700168485983432	-0.576923076923077	1698	5.82230769230769
4QWW_1	0.110313607612566	-0.661538461538462	1563	5.93230769230769
1BEY_1	0.799463412090884	-0.892307692307692	1714	5.83615384615385
4DVB_1	0.295318620999422	-0.623076923076923	1657	5.62384615384615
1MHP_1	0.618455389815629	-0.7	1635	5.9
4OUU_1	0.433741064730904	-0.0153846153846154	1677	5.68076923076923
3MLX_1	0.697579071271495	-1.03846153846154	1688	5.98461538461538
4U6H_1	0.183231165995306	-0.784615384615385	1762	6.15230769230769
3W11_1	0.834901285203827	-0.623076923076923	1592	5.88461538461538
3IXT_1	0.614717726736929	-0.853846153846154	1638	5.83769230769231
1A4J_1	0.802862474388053	0.415384615384615	1504	5.68076923076923
3S96_1	0.521313767323	0.176923076923077	1695	5.63
1JN6_1	0.31617178938751	-0.623076923076923	1692	5.71307692307692
1KCS_1	1.12510234828325	-0.438461538461539	1595	5.85846153846154
1I7Z_1	0.200828932458695	-0.307692307692308	1577	5.66769230769231
1Y0L_1	1.27837073037633	-0.353846153846154	1791	5.36846153846154
1RHH_1	1.33606781415179	-0.653846153846154	1606	6.21769230769231
3NH7_1	0.522566011348727	-0.438461538461538	1609	5.87692307692308
1OB1_1	0.660066502568113	-0.307692307692308	1577	5.66769230769231
4JZJ_1	0.245250794666399	-1.54615384615385	1739	6.17307692307692
3IYW_1	0.00265160976264292	-0.723076923076923	1712	6.19384615384615
4Q5Z_2	1.42375879681233	-0.446153846153846	1595	5.88307692307692
1NL0_1	1.12090555469421	-0.323076923076923	1607	6.30076923076923
4YDJ_1	1.46427813669467	-0.407692307692308	1765	6.51615384615385
4UT6_1	0.000674579869252052	-0.138461538461539	1678	5.88538461538462
2VXT_1	0.470446431669255	-1.03846153846154	1874	6.17923076923077
5CSZ_1	0.646648444288316	-0.246153846153846	1579	5.90769230769231
1T66_1	0.227991025244418	-0.576923076923077	1766	5.64923076923077
1C5D_1	0.663883464972958	-0.723076923076923	1560	5.89538461538462
1GIG_1	0.745394448426414	-0.530769230769231	1629	5.37384615384615
1F4W_1	1.81990587719283	-1.13076923076923	1800	5.34692307692308
1AP2_1	0.892806456954978	-0.238461538461539	1711	5.99538461538461
3FN0_1	1.1744760792796	-1.1	1657	5.86307692307692
1M71_1	0.980892740734003	-0.376923076923077	1750	5.67384615384615
2A6D_1	1.58965586032511	-0.223076923076923	1677	5.87230769230769
4JZO_1	0.906791542619543	-0.0307692307692307	1577	5.92692307692308
3BN9_1	0.620974811276996	-0.246153846153846	1579	5.90769230769231
4LVH_1	0.239238070884074	-0.823076923076923	1692	6.01153846153846
3V6F_1	1.59220663192431	-0.907692307692308	1663	5.67615384615385
3LD8_1	0.132834251486578	-0.161538461538462	1657	5.99615384615385
3AAZ_1	0.724116234807988	-0.823076923076923	1608	5.86
1RZG_1	0.873417589014838	-0.607692307692308	1676	6.69153846153846
2W9D_1	0.627292103260114	-1.56153846153846	1723	6.43538461538462
4ZPT_1	0.777547826101337	-0.223076923076923	1721	5.43307692307692
1UWG_1	1.07215136408089	-1.18461538461538	1647	6.13615384615385
1MRD_1	0.50425430038457	-0.784615384615385	1762	6.15230769230769
3HI5_1	0.749781548143414	-0.146153846153846	1569	5.85230769230769
3VI3_1	0.839087199389509	-0.784615384615385	1762	6.15230769230769
4M62_1	0.396246376720971	-0.484615384615385	1620	6.22
1KEL_1	1.03993416491646	-0.623076923076923	1677	5.80923076923077
3ZKM_1	0.205815308618146	-0.623076923076923	1592	5.88461538461538
4UIK_1	0.182333847489984	-0.546153846153846	1808	5.87846153846154
3NZ8_1	1.55795564306626	-0.984615384615385	1691	5.91230769230769
2GJZ_1	0.215979893351983	-0.623076923076923	1592	5.88461538461538
2FB4_1	1.51512689243657	0.0692307692307692	1563	5.89384615384615
4RGM_1	0.162976799354998	-0.715384615384615	1708	5.80230769230769
1FVE_1	0.455248073649963	-0.484615384615385	1671	5.88153846153846
1DQJ_1	0.544375821199565	-0.3	1734	6.09384615384615
1FL5_1	0.511469528770044	-0.684615384615385	1687	5.85692307692308
2ZPK_1	1.97404202185376	-0.215384615384615	1614	5.15692307692308
3FO1_1	0.137380948089608	-0.623076923076923	1592	5.88461538461539
4S2S_1	0.269325659245458	-0.361538461538462	1665	5.65153846153846
4NRZ_1	0.0725661263124874	-0.653846153846154	1710	5.87461538461539
4U6V_1	0.0353383684965795	-0.915384615384615	1649	5.68230769230769
3SM5_1	0.986238179752531	-0.869230769230769	1686	6.34230769230769
4LLW_1	0.721779246896168	-1.20769230769231	1749	6.61538461538461
1I9R_1	0.235702835013353	-1.13076923076923	1755	6.14846153846154
2J4W_1	1.3899746490208	-0.892307692307692	1745	5.64384615384615
4LMQ_1	0.348680010657336	-1.06153846153846	1665	5.81692307692308
3H42_1	0.765051353477657	-0.130769230769231	1579	5.86923076923077
4QHL_1	0.579630984887798	-0.538461538461539	1756	5.83538461538462
1UZ6_1	1.78977646951285	-0.646153846153846	1724	5.86846153846154
3QUM_1	0.572238183490493	-0.784615384615385	1762	6.15230769230769
3VG9_1	0.820455998210751	-1.44615384615385	1737	6.07923076923077
1KFA_1	0.263028166252209	-0.430769230769231	1661	5.70538461538462
1CLY_1	0.154586977396225	-0.976923076923077	1783	5.68692307692308
4R8W_1	0.52358980592904	-1.33076923076923	1607	6.54846153846154
1CT8_1	0.311733681340338	-0.915384615384616	1818	6.04615384615385
1AXS_1	0.545885727969234	-1.44615384615385	1766	6.13692307692308
5CP7_1	0.628700371785256	-1.49230769230769	1681	6.20538461538462
3EO9_1	0.78093317940961	-1.1	1778	6.16615384615385
4HC1_1	0.308489475428255	-0.876923076923077	1708	5.77230769230769
3HR5_1	1.31928777431992	-0.407692307692308	1579	5.89923076923077
3J8Z_1	0.00157282304577803	-0.569230769230769	1749	6.16692307692308
5ESV_1	0.211903868729039	-0.176923076923077	1577	6.28461538461538
15C8_1	0.56744265795497	-1.36923076923077	1828	5.73384615384615
1WC7_1	0.497942444357043	-0.684615384615385	1687	5.85692307692308
4I9W_1	0.620634855621072	-1.26153846153846	1738	6.49615384615385
4OCX_1	0.981229452835573	-0.315384615384615	1629	6.01615384615385
3RVT_1	1.85539398008288	-0.584615384615385	1626	5.80846153846154
1S3K_1	0.749006642139665	-0.423076923076923	1695	5.88461538461538
4RGN_1	0.153546323502065	-1.06923076923077	1733	5.79384615384615
1Q9K_1	0.659540461160634	-0.684615384615385	1687	5.85692307692308
1F11_1	0.161716027964145	-1.13076923076923	1755	6.14846153846154
4JN1_1	0.329901375869367	-0.884615384615385	1691	6.25615384615385
2QQK_1	0.999873737335119	-0.415384615384615	1565	5.90538461538461
1I8M_1	1.42359974968591	-0.853846153846154	1722	6.12153846153846
1T04_1	0.992078525784294	-1.06923076923077	1765	5.63
3MME_1	0.147361053199275	0.0153846153846153	1535	6.16615384615385
4NCO_1	0.00755530081024822	-1.33846153846154	1698	6.17538461538461
1HZH_1	0.616576368745835	-0.584615384615385	1707	6.61769230769231
3IDX_1	1.03055479292903	-0.246153846153846	1579	5.90769230769231
3Q3G_1	0.907691754977427	-1.36923076923077	1828	5.73384615384615
1ZA6_1	0.750825111206111	-0.623076923076923	1675	6.23923076923077
5ANY_1	0.00190421066323934	-0.384615384615385	1702	5.17846153846154
3TNN_1	1.52579698699902	-0.246153846153846	1579	5.90769230769231
2A9N_1	0.364569407137381	-0.446153846153846	1595	5.88307692307692
3O2V_1	0.100276226853628	-0.0692307692307693	1595	5.61538461538461
1D5I_1	0.927919258388356	-1.44615384615385	1766	6.13692307692308
2X7L_1	0.290696589646318	-1.36642833800019e-16	1746	5.95153846153846
2J6E_1	0.925793695404115	-0.892307692307693	1714	5.83615384615385
4NNP_1	0.772963171252354	-0.446153846153846	1595	5.88307692307692
1UA6_1	0.858780478644283	-0.730769230769231	1768	5.89923076923077
3GK8_1	0.000837678538184297	-1.22307692307692	1763	5.70076923076923
1KC5_1	0.216758634025266	-0.630769230769231	1611	5.82615384615385
4DGI_1	0.832288462054035	-0.953846153846154	1823	6.05538461538462
4FQQ_1	0.82457913785185	-0.923076923076923	1714	6.15076923076923
3IFO_1	0.238629446767365	-0.823076923076923	1608	5.86
3BSZ_1	0.639698998842815	-1.1	1778	6.16615384615385
3HZK_1	0.349505583249157	-0.684615384615385	1687	5.85692307692308
4AEI_1	0.507837874689357	-0.984615384615385	1769	5.69307692307692
4JLR_1	0.264025893920466	-0.853846153846154	1638	5.83769230769231
4OII_1	0.00574948523783198	-1.32307692307692	1843	6.07769230769231
3MAC_1	0.485910345002555	-0.484615384615385	1620	6.22
4QCI_1	0.540774053048035	-0.246153846153846	1579	5.90769230769231
1MHH_1	1.67602707917562	0.1	1536	5.67076923076923
4Y5Y_1	0.248705718399276	-0.269230769230769	1722	5.89615384615385
2R4R_1	0.723834172426254	-1.28461538461538	1789	6.14538461538462
5DK3_1	0.081214749353185	-1.13076923076923	1755	6.14846153846154
3LEX_1	0.197571291517768	-0.976923076923077	1649	6.21615384615385
3U2S_1	0.249518256914532	-0.1	1535	6.20461538461538
1I8I_1	0.315947330649427	-1.13846153846154	1700	5.57538461538461
2VQ1_1	1.18125652620441	-0.338461538461538	1606	5.84846153846154
1NCA_1	0.708653223717002	-0.476923076923077	1577	5.7
3QCT_1	1.04238226488112	-0.0769230769230771	1659	5.81230769230769
1RZ7_1	0.626416094626693	-0.723076923076923	1712	6.19384615384615
4RIR_1	1.25847282117904	-1	1698	5.84538461538462
4J1U_1	1.48466331808949	-1.21538461538462	1607	6.17384615384615
1FJ1_1	0.281219902411792	-0.315384615384615	1616	5.79461538461539
4DN3_1	1.64481027610618	-0.653846153846154	1606	6.21769230769231
1IGT_1	1.84491088858026	-0.976923076923077	1783	5.68692307692308
1FPT_1	0.00163817947734601	-0.076923076923077	1659	5.81230769230769
3HC0_1	0.0273063425690824	-1.16923076923077	1713	6.11153846153846
4ZYK_2	0.545213362083981	-0.246153846153846	1579	5.90769230769231
4XNM_1	1.2355492114987	-0.861538461538462	1737	5.85384615384615
3CMO_1	0.977372185344202	-0.892307692307692	1838	5.89384615384615
1K4C_1	0.558473181944217	-0.861538461538462	1782	6.09615384615384
4G6K_1	0.193008331458776	0.253846153846154	1578	5.80615384615385
2FJH_1	0.0211340074761033	-0.453846153846154	1694	5.89923076923077
1GAF_1	1.56377654608899	-1.80769230769231	1944	6.33538461538462
1G9M_1	0.167967559016618	-0.315384615384615	1629	6.01615384615385
1AFV_1	0.238492975158599	-0.784615384615385	1762	6.15230769230769
1FL3_1	1.25899725994162	-0.538461538461538	1719	5.72076923076923
2XQY_1	0.855924474355067	-1.06923076923077	1765	5.63
4OTX_1	0.236938754453551	-0.884615384615385	1765	6.18076923076923
4R97_1	1.08287498282781	-0.653846153846154	1681	6.12230769230769
2A1W_1	1.33106866112822	-0.192307692307692	1590	5.73
2BRR_1	0.927760866469373	-0.246153846153846	1567	5.62
4XAK_1	0.400939444427709	-0.484615384615385	1620	6.22
4IMK_1	1.60226578240253	-0.723076923076923	1712	6.19384615384615
3L5X_1	0.642552312932313	-0.623076923076923	1592	5.88461538461539
1AXT_1	1.30729109929656	-0.315384615384615	1740	5.62615384615385
3W14_1	0.0613408061611551	-1.39230769230769	1808	6.01230769230769
3MA9_1	0.353579553544182	-0.484615384615385	1620	6.22
4KUC_1	0.955917151389441	-1.1	1779	5.96307692307692
3IJH_1	0.460709558443976	-0.684615384615385	1687	5.85692307692308
3UAJ_1	0.62348311443829	-0.892307692307692	1714	5.83615384615385
4NKO_1	0.176117219085283	-1.13076923076923	1755	6.14846153846154
2LTQ_2	0.0136365542751851	-1.14615384615385	1735	5.46461538461539
1Q9O_1	0.402173375081777	-0.684615384615385	1687	5.85692307692308
2B2X_1	0.514162089338078	-0.7	1635	5.9
2FL5_1	0.53068060103638	-0.623076923076923	1678	5.62230769230769
3V0V_1	0.820647451104511	-1.1	1671	5.88153846153846
4MHJ_2	0.397157090032291	-0.361538461538462	1620	6.15692307692308
4FFV_1	0.898519879746965	-1.18461538461538	1647	6.13615384615385
1AY1_1	0.584172731743363	-0.653846153846154	1622	5.86230769230769
3O41_1	0.702036427674756	-0.823076923076923	1608	5.86
2R29_1	0.00448283217769088	-1.05384615384615	1812	5.72
4N8C_1	0.631208060614326	-0.407692307692308	1661	6.16307692307692
2DQT_1	0.762069484181395	0.392307692307692	1620	5.70769230769231
1TZG_1	1.04420001922197	-0.530769230769231	1648	6.29846153846154
4JY6_1	0.915240126694902	-1.02307692307692	1682	6.16153846153846
1MCP_1	0.345054674190196	-0.276923076923077	1630	5.88384615384615
1DLF_1	1.42230123155481	-0.376923076923077	1750	5.67384615384615
1FAI_1	0.370081304496726	-0.223076923076923	1677	5.87230769230769
2XKN_1	0.0813611204568878	-0.223076923076923	1721	5.43307692307692
3U9U_1	0.450286305366374	-0.623076923076923	1592	5.88461538461539
2B0S_1	0.802119223829601	-0.630769230769231	1719	6.02384615384615
4NYL_1	0.3979496973555	-0.246153846153846	1579	5.90769230769231
4MHJ_1	1.47300666280163	-0.361538461538462	1620	6.15692307692308
3U36_1	0.20308088504091	-0.1	1535	6.20461538461538
4Z5R_1	0.838621536834789	-0.7	1719	6.25307692307692
3J8W_1	0.00140198011754809	-1.03076923076923	1796	6.13076923076923
3HMW_1	1.24285613344747	-1.24615384615385	1756	5.64
3BZ4_1	1.02957415367339	-0.692307692307692	1766	5.68769230769231
4CAD_1	0.202570775470986	-1.24615384615385	1809	6.11615384615385
2AJS_1	1.01253955335183	-0.653846153846154	1622	5.86230769230769
4OKV_1	0.15597007826022	-1.29230769230769	1824	6.22615384615384
1ACY_1	1.05599114570365	-0.361538461538462	1613	5.81
4R7D_1	1.37833833501303	-1.09230769230769	1696	5.59153846153846
3U46_1	1.3823888259771	-0.569230769230769	1622	6.62538461538462
1BVK_1	0.776048823508117	-0.623076923076923	1592	5.88461538461539
2GSI_3	1.16218727052937	-1.16923076923077	1828	6.02846153846154
4QEX_1	0.109995409561032	-0.876923076923077	1666	6.16461538461538
2VWE_1	0.132731721003308	-0.576923076923077	1822	5.88
3WKM_1	0.97051324956669	-1.36923076923077	1828	5.73384615384615
1IGF_1	1.37862196216331	-0.738461538461538	1691	5.71307692307692
3QUM_2	1.73141883598626	-0.638461538461539	1721	6.19615384615385
1CZ8_1	0.364284443104558	-0.592307692307692	1579	5.68
4NRX_2	0.728962037579459	-0.653846153846154	1710	5.87461538461539
3B9K_1	0.311091628383024	-0.9	1621	5.82307692307692
3LS4_1	0.410490335721194	-0.153846153846154	1648	5.74307692307692
4D9Q_1	0.724275221862057	-0.623076923076923	1593	5.68153846153846
1CGS_1	1.63544135347078	-0.861538461538461	1804	6.56384615384615
4PY7_1	0.576331864259934	-0.246153846153846	1579	5.90769230769231
4XXD_1	0.383841602458618	-0.7	1635	5.9
4XTR_1	1.29946161579828	-0.446153846153846	1595	5.88307692307692
4YZF_1	1.19339642848109	-0.623076923076923	1592	5.88461538461539
4U1G_1	0.664500769192933	-0.669230769230769	1753	5.67923076923077
4XWG_1	1.52167946282037	-0.9	1651	6.08461538461538
4POZ_1	0.656404497420861	-0.0846153846153846	1756	5.86923076923077
1NJ9_1	1.79198606732879	-1.20769230769231	1743	5.61846153846154
1IGY_1	0.403284917620907	-1.51538461538462	1767	6.15923076923077
2IQA_1	0.990573868948954	-0.823076923076923	1608	5.86
1JPS_1	0.33614815197308	-1.1	1742	5.94384615384615
4NM4_1	0.638231582115535	-0.569230769230769	1622	6.47
4QHK_3	0.259081803306407	-0.892307692307692	1714	5.83615384615385
4O51_1	0.39549663677152	-0.692307692307692	1700	6.35076923076923
4OAW_1	0.152907598790906	-0.615384615384615	1640	6.14153846153846
1AIF_1	1.77570302033814	-1.28461538461538	1812	5.45307692307692
2WUB_1	0.791807250049109	-0.484615384615385	1671	5.88153846153846
1TET_1	1.19234466764019	-0.169230769230769	1584	5.62538461538461
1A3R_1	1.82712856724698	-1.22307692307692	1797	5.78384615384615
4RGN_2	0.0554795980518963	-0.453846153846154	1763	5.88
4R7N_1	0.988127317950728	-1.09230769230769	1696	5.59153846153846
3WE6_1	1.01475240369692	-0.5	1723	6.12076923076923
3MCL_1	1.48327455660182	-1.33076923076923	1781	6.13923076923077
5A3I_1	0.880399561372277	-0.653846153846154	1710	5.87461538461538
4HJ0_1	0.420004457462064	-0.515384615384615	1620	6.53461538461538
2AJ3_1	0.879111036616536	-0.407692307692308	1727	6.25461538461539
4GXU_1	1.30570487013763	-0.246153846153846	1579	5.90769230769231
3M8O_1	1.11636698905251	-1.06923076923077	1606	5.88692307692308
4QHU_1	0.264848259106985	-0.246153846153846	1579	5.90769230769231
1GGB_1	1.9762658726806	-0.823076923076923	1608	5.86
2QAD_1	0.201374111786995	-0.607692307692308	1676	6.69153846153846
4YAQ_1	1.66696534577432	-0.1	1535	6.20461538461538
2O5X_1	0.394601651922966	-0.0692307692307693	1595	5.61538461538461
4FQK_1	0.243079269741376	-0.507692307692308	1575	6.26769230769231
4KI5_1	0.557998337539938	-0.415384615384615	1641	5.60692307692308
3WLW_1	1.59704945567772	-0.692307692307692	1735	6.21153846153846
1LK3_1	0.729321954931084	-0.776923076923077	1663	6.13615384615385
3KS0_1	0.236852487426248	-0.484615384615385	1735	5.31153846153846
1F58_1	0.471498907656564	-0.853846153846154	1638	5.83769230769231
4QHM_1	0.680964982421025	0.0846153846153847	1713	5.85769230769231
3CVH_1	1.42440408712076	-1.3	1706	6.12923076923077
1EZV_1	0.794432334797935	-0.346153846153846	1772	5.55461538461538
4Q6I_1	0.333750622815273	0.107692307692308	1610	5.43230769230769
4PLJ_1	1.51282281920649	-1.41538461538462	1723	6.07769230769231
3DUS_1	1.18053842136912	-0.684615384615385	1687	5.85692307692308
