HIGHpdb	SD	HYDRO	MW	PI
4GAG_1	2.03620236477431	-0.892307692307692	1714	5.83615384615385
4F37_1	2.30942913213158	-0.823076923076923	1608	5.86
1OM3_1	10.5948039020082	-0.238461538461539	1536	6.1
5DFV_1	2.29716082947799	-0.784615384615385	1762	6.15230769230769
3SKJ_1	5.39770527104176	-0.238461538461539	1639	5.88769230769231
4HH9_1	3.97285037796748	0.253846153846154	1575	5.91461538461538
4G5Z_1	2.09637220210582	-0.484615384615385	1637	5.66153846153846
2RCJ_1	59.2176569370778	0.0692307692307692	1563	5.89384615384615
3TCL_1	2.1464085517154	-0.638461538461539	1588	6.44538461538462
1A4K_1	2.47042603249925	0.415384615384615	1504	5.68076923076923
12E8_1	5.700474316835	-0.461538461538461	1796	5.96538461538462
4ZFF_1	2.93905375128345	-0.453846153846154	1694	5.89923076923077
4UIF_1	4.61721071375209	-0.561538461538462	1648	6.61307692307692
4MA3_1	2.01929671669132	-0.692307692307692	1700	6.35076923076923
4MWF_1	3.63839885071229	-0.169230769230769	1604	6.20615384615385
4FQH_1	2.12834319104221	-0.169230769230769	1604	6.20615384615385
4FQC_1	4.0669593002267	-0.4	1656	5.96461538461538
3KYK_1	2.51675169006455	-0.584615384615385	1633	6.32384615384615
1FN4_1	4.52830192722372	-0.192307692307692	1575	5.89846153846154
1OAX_1	34.6803038980325	-1.08461538461538	1856	6.27
4M7J_1	3.44701853622632	-0.623076923076923	1592	5.88461538461539
1UB6_1	2.02446085667271	-0.538461538461539	1719	5.72076923076923
3SGD_1	2.09113475245035	-0.884615384615385	1622	6.27538461538462
4HJG_1	2.52265506067804	-0.653846153846154	1732	5.78461538461538
3R06_1	4.20896046985482	-0.215384615384615	1549	5.93
4ZFO_1	2.52094669069469	-0.607692307692307	1735	6.25538461538462
3ZTJ_1	3.29955117512392	-0.246153846153846	1579	5.90769230769231
4JAM_1	5.09396653340665	0.176923076923077	1656	6.25846153846154
5BVJ_1	2.22708490598051	-0.653846153846154	1623	5.65923076923077
1E6J_1	3.81586073247989	-1.43846153846154	1667	6.12076923076923
3CFB_1	2.66656968878751	-0.538461538461539	1719	5.72076923076923
2HKF_1	2.86732153324536	0.0692307692307692	1563	5.89384615384615
1AD9_1	4.1802300283982	-0.815384615384615	1739	6.13461538461539
1Y18_1	2.28865440865827	-0.353846153846154	1791	5.36846153846154
3ULS_1	2.47589521912291	-0.246153846153846	1579	5.90769230769231
1N7M_1	2.14302375043603	-0.376923076923077	1705	6.17923076923077
3L5W_1	2.19216923212063	-0.453846153846154	1594	5.61538461538461
3DUR_1	2.71495133560816	-0.684615384615385	1687	5.85692307692308
4C2I_1	2.7739282837998	-0.415384615384615	1565	5.90538461538462
4NP4_1	2.06950780127498	-0.653846153846154	1710	5.87461538461539
3W9D_1	3.53165008330912	-0.653846153846154	1606	6.21769230769231
1CBV_1	6.31136289276037	0.0692307692307691	1563	5.89384615384615
2JIX_1	2.50866798494161	-1.53076923076923	1757	6.20384615384615
3J42_1	8.36006397827387	-1.03076923076923	1697	5.62461538461538
1OCW_1	6.15257711529746	-1.00769230769231	1815	5.65538461538462
1WT5_1	2.8354288960935	-0.692307692307693	1735	6.21153846153846
1AR1_1	2.10780362311322	-1.15384615384615	1786	5.59384615384615
1FVC_1	2.16128318650696	-0.484615384615385	1671	5.88153846153846
4QT5_1	2.5631468233959	-1.70769230769231	1807	6.20076923076923
2OR9_1	4.00456136942768	-0.6	1633	5.66846153846154
1MNU_1	2.16153712417676	-0.615384615384615	1777	6.24538461538461
1HYS_1	2.16634260235241	-0.615384615384615	1682	5.62230769230769
4R26_1	2.07915764473861	-0.584615384615385	1707	6.28615384615385
4NKD_1	2.16927678644986	-0.823076923076923	1608	5.86
4R4N_1	3.20868305251454	-0.553846153846154	1721	5.99
2FAT_1	2.432769122813	-1.16923076923077	1713	6.11153846153846
1BOG_1	2.02080370583319	-1.29230769230769	1751	5.93076923076923
4TRP_1	2.59057174075226	-0.984615384615385	1690	6.11538461538461
2EH7_1	2.52211483109721	-1.01538461538462	1762	6.56538461538462
4R4F_1	3.24538183066099	-0.553846153846154	1721	5.99
1CR9_1	3.29073495249952	-1.64615384615385	1855	6.42846153846154
4TPR_1	3.89171773375202	-0.646153846153846	1768	5.96846153846154
2PCP_1	2.08511576925611	-1.13076923076923	1755	6.14846153846154
3QG6_1	2.04786025959593	-0.338461538461538	1606	5.84846153846154
